Clip Number,Clip Name,Response Level,Displayed Emotion,,,,,,,,,
5164,1064_TIE_NEU_XX,29,N,,,,,,,,,
433,1006_IOM_HAP_XX,49,H,,,,,,,,,
6409,1079_IWW_FEA_XX,69,F,,,,,,,,,
3421,1042_WSI_HAP_XX,50,H,,,,,,,,,
7156,1088_MTI_HAP_XX,24,H,,,,,,,,,
6907,1085_TAI_FEA_XX,69,F,,,,,,,,,
1180,1015_MTI_FEA_XX,22,F,,,,,,,,,
4168,1052_IEO_SAD_LO,43,S,,,,,,,,,
4915,1061_IEO_DIS_LO,49,D,,,,,,,,,
7405,1091_MTI_FEA_XX,10,F,,,,,,,,,
2176,1027_DFA_FEA_XX,66,F,,,,,,,,,
2425,1030_ITS_HAP_XX,51,H,,,,,,,,,
6160,1076_IWW_NEU_XX,40,N,,,,,,,,,
5911,1073_IOM_ANG_XX,67,A,,,,,,,,,
3200,1040_TIE_FEA_XX,36,F,,,,,,,,,
5192,1064_MTI_FEA_XX,56,F,,,,,,,,,
212,1003_IWL_SAD_XX,80,S,,,,,,,,,
4694,1058_TAI_FEA_XX,56,F,,,,,,,,,
1457,1018_TSI_DIS_XX,30,D,,,,,,,,,
1706,1022_IEO_HAP_MD,90,H,,,,,,,,,
2453,1031_IEO_FEA_MD,39,F,,,,,,,,,
6437,1079_DFA_SAD_XX,77,S,,,,,,,,,
3449,1043_IOM_HAP_XX,78,H,,,,,,,,,
3947,1049_IWW_HAP_XX,83,H,,,,,,,,,
6188,1076_ITH_FEA_XX,57,F,,,,,,,,,
4445,1055_TAI_HAP_XX,91,H,,,,,,,,,
5939,1073_ITH_HAP_XX,72,H,,,,,,,,,
6686,1082_DFA_DIS_XX,55,D,,,,,,,,,
1208,1015_TSI_SAD_XX,26,S,,,,,,,,,
5690,1070_IWL_FEA_XX,47,F,,,,,,,,,
5441,1067_IWL_HAP_XX,73,H,,,,,,,,,
2204,1028_IEO_ANG_MD,63,A,,,,,,,,,
959,1012_ITS_DIS_XX,64,D,,,,,,,,,
4196,1052_IWW_FEA_XX,54,F,,,,,,,,,
461,1006_IWL_DIS_XX,33,D,,,,,,,,,
3698,1046_IOM_FEA_XX,65,F,,,,,,,,,
6935,1085_ITS_SAD_XX,50,S,,,,,,,,,
710,1009_ITS_SAD_XX,44,S,,,,,,,,,
1955,1025_IEO_SAD_MD,39,S,,,,,,,,,
2702,1034_IEO_DIS_MD,32,D,,,,,,,,,
2951,1037_TIE_HAP_XX,100,H,,,,,,,,,
7433,1091_TSI_SAD_XX,47,S,,,,,,,,,
4943,1061_MTI_HAP_XX,83,H,,,,,,,,,
7184,1088_ITS_DIS_XX,42,D,,,,,,,,,
3477,1043_IWL_DIS_XX,79,D,,,,,,,,,
987,1013_IEO_DIS_HI,36,D,,,,,,,,,
1983,1025_IWW_DIS_XX,61,D,,,,,,,,,
2979,1037_MTI_DIS_XX,63,D,,,,,,,,,
6465,1080_IEO_SAD_HI,52,S,,,,,,,,,
240,1003_WSI_NEU_XX,42,N,,,,,,,,,
7212,1089_IEO_DIS_HI,48,D,,,,,,,,,
3726,1046_ITH_SAD_XX,80,S,,,,,,,,,
2730,1034_MTI_SAD_XX,76,S,,,,,,,,,
489,1006_WSI_ANG_XX,53,A,,,,,,,,,
4224,1052_DFA_SAD_XX,57,S,,,,,,,,,
738,1010_IEO_FEA_HI,82,F,,,,,,,,,
5469,1067_TSI_DIS_XX,55,D,,,,,,,,,
3975,1049_ITH_DIS_XX,59,D,,,,,,,,,
19,1001_TIE_SAD_XX,80,S,,,,,,,,,
6714,1083_IEO_ANG_HI,100,A,,,,,,,,,
4971,1061_ITS_DIS_XX,62,D,,,,,,,,,
5220,1064_TSI_SAD_XX,49,S,,,,,,,,,
1734,1022_IWW_SAD_XX,39,S,,,,,,,,,
4473,1055_DFA_DIS_XX,43,D,,,,,,,,,
6216,1077_IEO_HAP_HI,85,H,,,,,,,,,
4722,1058_ITS_SAD_XX,49,S,,,,,,,,,
2232,1028_TAI_SAD_XX,90,S,,,,,,,,,
5718,1070_WSI_SAD_XX,26,S,,,,,,,,,
5967,1073_WSI_DIS_XX,52,D,,,,,,,,,
6963,1086_IEO_FEA_HI,33,F,,,,,,,,,
1236,1016_TIE_SAD_XX,61,S,,,,,,,,,
3228,1040_IWL_SAD_XX,49,S,,,,,,,,,
2481,1031_TAI_DIS_XX,42,D,,,,,,,,,
1485,1019_TIE_DIS_XX,52,D,,,,,,,,,
4403,1054_TSI_DIS_XX,36,D,,,,,,,,,
7142,1088_IOM_DIS_XX,50,D,,,,,,,,,
1664,1021_MTI_SAD_XX,19,S,,,,,,,,,
2411,1030_IWL_DIS_XX,16,D,,,,,,,,,
5897,1073_IEO_FEA_MD,27,F,,,,,,,,,
696,1009_ITH_NEU_XX,17,N,,,,,,,,,
447,1006_TAI_ANG_XX,56,A,,,,,,,,,
198,1003_TAI_NEU_XX,24,N,,,,,,,,,
6146,1076_IEO_DIS_MD,32,D,,,,,,,,,
945,1012_ITH_ANG_XX,43,A,,,,,,,,,
5399,1067_IEO_SAD_MD,10,S,,,,,,,,,
4652,1057_WSI_SAD_XX,16,S,,,,,,,,,
3407,1042_DFA_DIS_XX,41,D,,,,,,,,,
2660,1033_ITH_SAD_XX,28,S,,,,,,,,,
6644,1082_TIE_DIS_XX,19,D,,,,,,,,,
1415,1018_IWW_DIS_XX,10,D,,,,,,,,,
1913,1024_MTI_DIS_XX,18,D,,,,,,,,,
6395,1079_TIE_SAD_XX,15,S,,,,,,,,,
4154,1051_TSI_SAD_XX,5,S,,,,,,,,,
6893,1085_IOM_SAD_XX,17,S,,,,,,,,,
2162,1027_IWL_SAD_XX,15,S,,,,,,,,,
1194,1015_DFA_NEU_XX,9,N,,,,,,,,,
7391,1091_IWW_SAD_XX,81,S,,,,,,,,,
3905,1048_ITS_DIS_XX,28,D,,,,,,,,,
3656,1045_ITS_SAD_XX,15,S,,,,,,,,,
5648,1070_IEO_ANG_MD,9,A,,,,,,,,,
2909,1036_ITH_DIS_XX,22,D,,,,,,,,,
5150,1064_IEO_HAP_MD,25,H,,,,,,,,,
4901,1060_WSI_DIS_XX,6,D,,,,,,,,,
3158,1039_DFA_SAD_XX,12,S,,,,,,,,,
1692,1021_TSI_NEU_XX,75,N,,,,,,,,,
3186,1040_IEO_SAD_HI,47,S,,,,,,,,,
724,1009_WSI_FEA_XX,53,F,,,,,,,,,
7170,1088_ITH_ANG_XX,79,A,,,,,,,,,
475,1006_ITS_HAP_XX,50,H,,,,,,,,,
5427,1067_IWW_DIS_XX,15,D,,,,,,,,,
226,1003_DFA_FEA_XX,59,F,,,,,,,,,
1941,1024_TSI_ANG_XX,38,A,,,,,,,,,
2688,1034_IEO_NEU_XX,80,N,,,,,,,,,
6423,1079_IWL_NEU_XX,46,N,,,,,,,,,
3435,1043_IEO_ANG_HI,72,A,,,,,,,,,
2937,1037_IEO_HAP_HI,75,H,,,,,,,,,
5178,1064_IWW_SAD_XX,87,S,,,,,,,,,
4431,1055_TIE_DIS_XX,73,D,,,,,,,,,
3933,1049_IEO_DIS_HI,68,D,,,,,,,,,
4929,1061_IOM_DIS_XX,45,D,,,,,,,,,
5676,1070_TAI_SAD_XX,16,S,,,,,,,,,
6174,1076_MTI_SAD_XX,76,S,,,,,,,,,
2190,1027_WSI_NEU_XX,72,N,,,,,,,,,
5925,1073_TAI_DIS_XX,41,D,,,,,,,,,
7419,1091_DFA_NEU_XX,59,N,,,,,,,,,
973,1013_IEO_HAP_LO,33,H,,,,,,,,,
6921,1085_ITH_NEU_XX,57,N,,,,,,,,,
1443,1018_DFA_ANG_XX,23,A,,,,,,,,,
1222,1016_IEO_SAD_LO,24,S,,,,,,,,,
4680,1058_IOM_SAD_XX,89,S,,,,,,,,,
3684,1046_IEO_FEA_HI,15,F,,,,,,,,,
2439,1030_WSI_ANG_XX,55,A,,,,,,,,,
4182,1052_TIE_SAD_XX,54,S,,,,,,,,,
6672,1082_IWL_ANG_XX,80,A,,,,,,,,,
1471,1019_IEO_ANG_LO,30,A,,,,,,,,,
1001,1013_IWW_HAP_XX,80,H,,,,,,,,,
3712,1046_MTI_NEU_XX,83,N,,,,,,,,,
2218,1028_IOM_NEU_XX,79,N,,,,,,,,,
752,1010_IOM_FEA_XX,48,F,,,,,,,,,
6202,1076_TSI_HAP_XX,71,H,,,,,,,,,
5953,1073_ITS_ANG_XX,59,A,,,,,,,,,
5206,1064_DFA_NEU_XX,82,N,,,,,,,,,
3961,1049_MTI_ANG_XX,58,A,,,,,,,,,
6451,1079_TSI_FEA_XX,54,F,,,,,,,,,
4210,1052_IWL_NEU_XX,81,N,,,,,,,,,
5,1001_IEO_SAD_LO,54,S,,,,,,,,,
3214,1040_TAI_NEU_XX,59,N,,,,,,,,,
4708,1058_ITH_NEU_XX,58,N,,,,,,,,,
4957,1061_ITH_ANG_XX,67,A,,,,,,,,,
1250,1016_IWW_FEA_XX,41,F,,,,,,,,,
1720,1022_TIE_NEU_XX,73,N,,,,,,,,,
4459,1055_IWL_ANG_XX,61,A,,,,,,,,,
5455,1067_DFA_ANG_XX,14,A,,,,,,,,,
6949,1085_WSI_FEA_XX,74,F,,,,,,,,,
5704,1070_ITS_NEU_XX,55,N,,,,,,,,,
2965,1037_IWW_ANG_XX,80,A,,,,,,,,,
254,1004_IEO_ANG_MD,70,A,,,,,,,,,
503,1007_IEO_FEA_MD,100,F,,,,,,,,,
2716,1034_IWW_NEU_XX,54,N,,,,,,,,,
1969,1025_TIE_ANG_XX,38,A,,,,,,,,,
2467,1031_IOM_ANG_XX,83,A,,,,,,,,,
3463,1043_TAI_ANG_XX,39,A,,,,,,,,,
7198,1089_IEO_HAP_LO,65,H,,,,,,,,,
6700,1082_WSI_HAP_XX,50,H,,,,,,,,,
7181,1088_ITS_SAD_XX,68,S,,,,,,,,,
2948,1037_IEO_DIS_MD,74,D,,,,,,,,,
7430,1091_ITS_DIS_XX,58,D,,,,,,,,,
6932,1085_DFA_DIS_XX,68,D,,,,,,,,,
3695,1046_IOM_HAP_XX,53,H,,,,,,,,,
2699,1034_IEO_FEA_MD,64,F,,,,,,,,,
3446,1043_TIE_FEA_XX,70,F,,,,,,,,,
735,1010_IEO_ANG_HI,85,A,,,,,,,,,
6683,1082_DFA_SAD_XX,64,S,,,,,,,,,
5687,1070_IWL_HAP_XX,74,H,,,,,,,,,
486,1006_WSI_NEU_XX,71,N,,,,,,,,,
5438,1067_MTI_FEA_XX,83,F,,,,,,,,,
1952,1025_IEO_HAP_MD,90,H,,,,,,,,,
4442,1055_IWW_FEA_XX,70,F,,,,,,,,,
1482,1019_TIE_SAD_XX,81,S,,,,,,,,,
4193,1052_IWW_HAP_XX,74,H,,,,,,,,,
237,1003_TSI_ANG_XX,87,A,,,,,,,,,
3197,1040_TIE_HAP_XX,76,H,,,,,,,,,
4940,1061_TAI_FEA_XX,66,F,,,,,,,,,
1731,1022_IOM_DIS_XX,73,D,,,,,,,,,
3944,1049_IOM_FEA_XX,71,F,,,,,,,,,
5189,1064_MTI_HAP_XX,43,H,,,,,,,,,
5936,1073_IWL_FEA_XX,79,F,,,,,,,,,
984,1013_IEO_FEA_HI,85,F,,,,,,,,,
4691,1058_TAI_HAP_XX,80,H,,,,,,,,,
6185,1076_ITH_HAP_XX,82,H,,,,,,,,,
2201,1028_IEO_SAD_MD,58,S,,,,,,,,,
6434,1079_ITH_DIS_XX,85,D,,,,,,,,,
1233,1016_IEO_DIS_HI,80,D,,,,,,,,,
2450,1031_IEO_ANG_MD,72,A,,,,,,,,,
3723,1046_IWL_DIS_XX,66,D,,,,,,,,,
3972,1049_ITH_SAD_XX,63,S,,,,,,,,,
2478,1031_TAI_SAD_XX,72,S,,,,,,,,,
7209,1089_IEO_FEA_HI,76,F,,,,,,,,,
1759,1022_ITH_ANG_XX,78,A,,,,,,,,,
5466,1067_TSI_SAD_XX,63,S,,,,,,,,,
1261,1016_MTI_ANG_XX,64,A,,,,,,,,,
514,1007_IOM_NEU_XX,71,N,,,,,,,,,
6213,1077_IEO_NEU_XX,58,N,,,,,,,,,
5217,1064_ITS_DIS_XX,79,D,,,,,,,,,
763,1010_TAI_ANG_XX,79,A,,,,,,,,,
5964,1073_WSI_SAD_XX,65,S,,,,,,,,,
16,1001_IEO_DIS_HI,84,D,,,,,,,,,
2229,1028_IWW_DIS_XX,84,D,,,,,,,,,
6960,1086_IEO_ANG_HI,84,A,,,,,,,,,
3474,1043_IWL_SAD_XX,66,S,,,,,,,,,
2727,1034_TAI_DIS_XX,57,D,,,,,,,,,
265,1004_TIE_ANG_XX,73,A,,,,,,,,,
4470,1055_DFA_SAD_XX,79,S,,,,,,,,,
1012,1013_MTI_NEU_XX,77,N,,,,,,,,,
1510,1019_IWL_NEU_XX,66,N,,,,,,,,,
4719,1058_DFA_DIS_XX,82,D,,,,,,,,,
2976,1037_MTI_SAD_XX,73,S,,,,,,,,,
5715,1070_TSI_DIS_XX,69,D,,,,,,,,,
4221,1052_ITH_DIS_XX,64,D,,,,,,,,,
6711,1083_IEO_SAD_HI,70,S,,,,,,,,,
4968,1061_ITS_SAD_XX,72,S,,,,,,,,,
3225,1040_MTI_DIS_XX,74,D,,,,,,,,,
6462,1080_IEO_HAP_HI,57,H,,,,,,,,,
1980,1025_IWW_SAD_XX,66,S,,,,,,,,,
5245,1065_IEO_DIS_HI,73,D,,,,,,,,,
5494,1068_TIE_SAD_XX,74,S,,,,,,,,,
6739,1083_TAI_NEU_XX,74,N,,,,,,,,,
3004,1037_TSI_NEU_XX,87,N,,,,,,,,,
4249,1053_IEO_HAP_HI,87,H,,,,,,,,,
542,1007_IWL_FEA_XX,87,F,,,,,,,,,
4000,1050_IEO_NEU_XX,91,N,,,,,,,,,
4996,1062_IEO_FEA_HI,90,F,,,,,,,,,
6241,1077_IWW_NEU_XX,88,N,,,,,,,,,
3751,1046_WSI_ANG_XX,86,A,,,,,,,,,
3253,1040_TSI_ANG_XX,82,A,,,,,,,,,
1787,1023_IEO_HAP_LO,92,H,,,,,,,,,
5992,1074_IOM_SAD_XX,90,S,,,,,,,,,
6988,1086_TAI_ANG_XX,91,A,,,,,,,,,
2257,1028_DFA_ANG_XX,86,A,,,,,,,,,
4747,1059_IEO_ANG_HI,96,A,,,,,,,,,
1538,1019_WSI_FEA_XX,95,F,,,,,,,,,
6490,1080_IWW_ANG_XX,94,A,,,,,,,,,
1289,1016_TSI_HAP_XX,86,H,,,,,,,,,
791,1010_ITS_HAP_XX,78,H,,,,,,,,,
2008,1025_DFA_NEU_XX,53,N,,,,,,,,,
293,1004_IWL_HAP_XX,55,H,,,,,,,,,
4498,1056_IEO_SAD_HI,55,S,,,,,,,,,
44,1001_MTI_ANG_XX,56,A,,,,,,,,,
2506,1031_ITS_NEU_XX,56,N,,,,,,,,,
5743,1071_TIE_DIS_XX,64,D,,,,,,,,,
7237,1089_MTI_NEU_XX,58,N,,,,,,,,,
1040,1013_ITS_FEA_XX,74,F,,,,,,,,,
3502,1043_WSI_NEU_XX,57,N,,,,,,,,,
2755,1034_ITS_ANG_XX,50,A,,,,,,,,,
6336,1078_MTI_HAP_XX,36,H,,,,,,,,,
7332,1090_ITH_HAP_XX,32,H,,,,,,,,,
5340,1066_IWW_NEU_XX,60,N,,,,,,,,,
6087,1075_TAI_ANG_XX,41,A,,,,,,,,,
5838,1072_TAI_NEU_XX,33,N,,,,,,,,,
2601,1032_WSI_HAP_XX,20,H,,,,,,,,,
637,1008_DFA_DIS_XX,52,D,,,,,,,,,
7083,1087_IWL_FEA_XX,42,F,,,,,,,,,
886,1011_WSI_SAD_XX,22,S,,,,,,,,,
5091,1063_IOM_ANG_XX,22,A,,,,,,,,,
6585,1081_MTI_FEA_XX,33,F,,,,,,,,,
2352,1029_TSI_FEA_XX,39,F,,,,,,,,,
1854,1023_ITS_FEA_XX,33,F,,,,,,,,,
2103,1026_TSI_HAP_XX,42,H,,,,,,,,,
1384,1018_IEO_HAP_MD,48,H,,,,,,,,,
5589,1069_IWW_ANG_XX,43,A,,,,,,,,,
3099,1039_IEO_HAP_LO,44,H,,,,,,,,,
4842,1060_IOM_NEU_XX,43,N,,,,,,,,,
388,1005_DFA_SAD_XX,34,S,,,,,,,,,
2850,1035_WSI_FEA_XX,34,F,,,,,,,,,
4593,1057_TIE_ANG_XX,36,A,,,,,,,,,
139,1002_ITH_DIS_XX,28,D,,,,,,,,,
3597,1045_IEO_ANG_LO,61,A,,,,,,,,,
3846,1048_IEO_FEA_LO,31,F,,,,,,,,,
6834,1084_IWL_HAP_XX,33,H,,,,,,,,,
1605,1020_ITS_HAP_XX,32,H,,,,,,,,,
4344,1054_TIE_NEU_XX,32,N,,,,,,,,,
1135,1014_WSI_DIS_XX,28,D,,,,,,,,,
3348,1042_IEO_SAD_LO,38,S,,,,,,,,,
4095,1051_IEO_DIS_LO,46,D,,,,,,,,,
6115,1075_ITS_HAP_XX,44,H,,,,,,,,,
5617,1069_DFA_HAP_XX,52,H,,,,,,,,,
4870,1060_IWL_FEA_XX,39,F,,,,,,,,,
3625,1045_TAI_HAP_XX,45,H,,,,,,,,,
5368,1066_ITH_FEA_XX,37,F,,,,,,,,,
2629,1033_IOM_HAP_XX,40,H,,,,,,,,,
7360,1090_WSI_DIS_XX,39,D,,,,,,,,,
2131,1027_TIE_HAP_XX,44,H,,,,,,,,,
3874,1048_TAI_FEA_XX,35,F,,,,,,,,,
4372,1054_MTI_FEA_XX,48,F,,,,,,,,,
3376,1042_IWW_FEA_XX,49,F,,,,,,,,,
5866,1072_DFA_FEA_XX,33,F,,,,,,,,,
1882,1024_IEO_DIS_MD,36,D,,,,,,,,,
2878,1036_IOM_FEA_XX,43,F,,,,,,,,,
2380,1030_TIE_FEA_XX,38,F,,,,,,,,,
5119,1063_ITH_HAP_XX,28,H,,,,,,,,,
3127,1039_IWW_HAP_XX,30,H,,,,,,,,,
1633,1021_IEO_FEA_MD,43,F,,,,,,,,,
7111,1087_WSI_SAD_XX,56,S,,,,,,,,,
6364,1078_ITS_DIS_XX,70,D,,,,,,,,,
416,1006_IEO_SAD_HI,63,S,,,,,,,,,
665,1009_IEO_DIS_HI,77,D,,,,,,,,,
167,1003_IEO_HAP_HI,78,H,,,,,,,,,
4621,1057_IWL_HAP_XX,72,H,,,,,,,,,
1163,1015_IOM_DIS_XX,46,D,,,,,,,,,
4123,1051_MTI_HAP_XX,64,H,,,,,,,,,
6862,1084_TSI_DIS_XX,71,D,,,,,,,,,
1412,1018_IWW_SAD_XX,63,S,,,,,,,,,
6613,1081_TSI_SAD_XX,50,S,,,,,,,,,
914,1012_IOM_SAD_XX,72,S,,,,,,,,,
4898,1060_WSI_SAD_XX,61,S,,,,,,,,,
3155,1039_ITH_DIS_XX,65,D,,,,,,,,,
5396,1067_IEO_HAP_MD,68,H,,,,,,,,,
3653,1045_DFA_DIS_XX,67,D,,,,,,,,,
6143,1076_IEO_FEA_MD,59,F,,,,,,,,,
2906,1036_ITH_SAD_XX,51,S,,,,,,,,,
1661,1021_TAI_DIS_XX,59,D,,,,,,,,,
4151,1051_ITS_DIS_XX,58,D,,,,,,,,,
1910,1024_MTI_SAD_XX,69,S,,,,,,,,,
2159,1027_MTI_DIS_XX,54,D,,,,,,,,,
6641,1082_TIE_SAD_XX,66,S,,,,,,,,,
4400,1054_TSI_SAD_XX,80,S,,,,,,,,,
5147,1063_WSI_DIS_XX,67,D,,,,,,,,,
3902,1048_ITS_SAD_XX,56,S,,,,,,,,,
6890,1085_TIE_DIS_XX,52,D,,,,,,,,,
6392,1079_IEO_DIS_HI,68,D,,,,,,,,,
3404,1042_DFA_SAD_XX,64,S,,,,,,,,,
4649,1057_TSI_DIS_XX,64,D,,,,,,,,,
7388,1091_IOM_DIS_XX,68,D,,,,,,,,,
1440,1018_DFA_NEU_XX,50,N,,,,,,,,,
942,1012_ITH_NEU_XX,59,N,,,,,,,,,
7139,1088_IOM_SAD_XX,58,S,,,,,,,,,
5645,1070_IEO_SAD_MD,55,S,,,,,,,,,
2657,1033_IWL_DIS_XX,49,D,,,,,,,,,
693,1009_IWL_ANG_XX,55,A,,,,,,,,,
444,1006_TAI_NEU_XX,55,N,,,,,,,,,
195,1003_IWW_ANG_XX,64,A,,,,,,,,,
1191,1015_ITH_ANG_XX,61,A,,,,,,,,,
5894,1073_IEO_ANG_MD,50,A,,,,,,,,,
2408,1030_IWL_SAD_XX,61,S,,,,,,,,,
6081,1075_IWW_ANG_XX,95,A,,,,,,,,,
3840,1048_IEO_SAD_LO,96,S,,,,,,,,,
5085,1063_TIE_ANG_XX,96,A,,,,,,,,,
4089,1051_IEO_ANG_LO,93,A,,,,,,,,,
7326,1090_IWL_HAP_XX,98,H,,,,,,,,,
4338,1054_IEO_FEA_LO,98,F,,,,,,,,,
3342,1041_WSI_FEA_XX,98,F,,,,,,,,,
2097,1026_ITS_HAP_XX,97,H,,,,,,,,,
5832,1072_IWW_NEU_XX,98,N,,,,,,,,,
7077,1087_MTI_FEA_XX,98,F,,,,,,,,,
2346,1029_ITS_FEA_XX,96,F,,,,,,,,,
631,1008_ITH_DIS_XX,100,D,,,,,,,,,
6828,1084_MTI_HAP_XX,95,H,,,,,,,,,
5334,1066_IOM_NEU_XX,97,N,,,,,,,,,
133,1002_IWL_DIS_XX,92,D,,,,,,,,,
6330,1078_TAI_HAP_XX,97,H,,,,,,,,,
4587,1057_IEO_DIS_LO,97,D,,,,,,,,,
5583,1069_IOM_ANG_XX,97,A,,,,,,,,,
2595,1032_TSI_HAP_XX,97,H,,,,,,,,,
3591,1045_IEO_HAP_LO,96,H,,,,,,,,,
2844,1035_TSI_FEA_XX,98,F,,,,,,,,,
1599,1020_DFA_HAP_XX,97,H,,,,,,,,,
1848,1023_DFA_FEA_XX,97,F,,,,,,,,,
880,1011_TSI_SAD_XX,98,S,,,,,,,,,
382,1005_ITH_SAD_XX,98,S,,,,,,,,,
4836,1060_TIE_NEU_XX,100,N,,,,,,,,,
3093,1038_WSI_HAP_XX,97,H,,,,,,,,,
1101,1014_IWL_HAP_XX,100,H,,,,,,,,,
1350,1017_IWL_FEA_XX,99,F,,,,,,,,,
6579,1081_TAI_FEA_XX,100,F,,,,,,,,,
2872,1036_TIE_FEA_XX,99,F,,,,,,,,,
161,1002_WSI_ANG_XX,98,A,,,,,,,,,
1876,1024_IEO_ANG_MD,97,A,,,,,,,,,
3121,1039_IOM_HAP_XX,98,H,,,,,,,,,
5860,1072_ITH_FEA_XX,98,F,,,,,,,,,
1129,1014_TSI_DIS_XX,99,D,,,,,,,,,
6856,1084_ITS_DIS_XX,94,D,,,,,,,,,
1627,1021_IEO_SAD_MD,99,S,,,,,,,,,
7354,1090_TSI_DIS_XX,98,D,,,,,,,,,
6109,1075_DFA_HAP_XX,95,H,,,,,,,,,
3619,1045_IWW_HAP_XX,99,H,,,,,,,,,
2623,1033_TIE_HAP_XX,97,H,,,,,,,,,
410,1006_IEO_NEU_XX,96,N,,,,,,,,,
4117,1051_TAI_HAP_XX,97,H,,,,,,,,,
3370,1042_IOM_FEA_XX,95,F,,,,,,,,,
3868,1048_IWW_FEA_XX,97,F,,,,,,,,,
5362,1066_IWL_FEA_XX,96,F,,,,,,,,,
7105,1087_TSI_SAD_XX,97,S,,,,,,,,,
2125,1027_IEO_FEA_MD,95,F,,,,,,,,,
2374,1030_IEO_DIS_MD,96,D,,,,,,,,,
4615,1057_MTI_HAP_XX,98,H,,,,,,,,,
6607,1081_ITS_SAD_XX,99,S,,,,,,,,,
1378,1017_WSI_SAD_XX,99,S,,,,,,,,,
6358,1078_DFA_DIS_XX,99,D,,,,,,,,,
5611,1069_ITH_HAP_XX,97,H,,,,,,,,,
4366,1054_TAI_FEA_XX,97,F,,,,,,,,,
4864,1060_MTI_FEA_XX,96,F,,,,,,,,,
659,1009_IEO_ANG_HI,100,A,,,,,,,,,
5113,1063_IWL_HAP_XX,97,H,,,,,,,,,
908,1012_TIE_SAD_XX,96,S,,,,,,,,,
3647,1045_ITH_DIS_XX,99,D,,,,,,,,,
2402,1030_MTI_SAD_XX,96,S,,,,,,,,,
4394,1054_ITS_SAD_XX,96,S,,,,,,,,,
1406,1018_IOM_SAD_XX,97,S,,,,,,,,,
1655,1021_IWW_DIS_XX,97,D,,,,,,,,,
4145,1051_DFA_DIS_XX,97,D,,,,,,,,,
7133,1088_TIE_SAD_XX,99,S,,,,,,,,,
189,1003_IOM_ANG_XX,96,A,,,,,,,,,
6884,1085_IEO_DIS_HI,97,D,,,,,,,,,
5639,1069_WSI_DIS_XX,97,D,,,,,,,,,
1157,1015_TIE_DIS_XX,98,D,,,,,,,,,
4892,1060_TSI_SAD_XX,95,S,,,,,,,,,
438,1006_IWW_NEU_XX,98,N,,,,,,,,,
2651,1033_MTI_DIS_XX,99,D,,,,,,,,,
6635,1082_IEO_FEA_HI,95,F,,,,,,,,,
936,1012_IWL_NEU_XX,97,N,,,,,,,,,
6386,1079_IEO_ANG_HI,95,A,,,,,,,,,
2153,1027_TAI_DIS_XX,95,D,,,,,,,,,
7382,1091_TIE_DIS_XX,97,D,,,,,,,,,
1904,1024_TAI_SAD_XX,97,S,,,,,,,,,
687,1009_TAI_ANG_XX,96,A,,,,,,,,,
2900,1036_IWL_SAD_XX,97,S,,,,,,,,,
3398,1042_ITH_SAD_XX,99,S,,,,,,,,,
3149,1039_IWL_DIS_XX,95,D,,,,,,,,,
3896,1048_DFA_SAD_XX,97,S,,,,,,,,,
5390,1066_WSI_SAD_XX,97,S,,,,,,,,,
6137,1076_IEO_SAD_MD,95,S,,,,,,,,,
5141,1063_TSI_DIS_XX,95,D,,,,,,,,,
4643,1057_ITS_DIS_XX,99,D,,,,,,,,,
5888,1073_IEO_HAP_MD,99,H,,,,,,,,,
2593,1032_ITS_DIS_XX,38,D,,,,,,,,,
5581,1069_IOM_HAP_XX,83,H,,,,,,,,,
850,1011_MTI_SAD_XX,14,S,,,,,,,,,
6328,1078_IWW_DIS_XX,64,D,,,,,,,,,
5830,1072_IOM_FEA_XX,95,F,,,,,,,,,
4585,1057_IEO_FEA_MD,45,F,,,,,,,,,
7324,1090_MTI_DIS_XX,52,D,,,,,,,,,
7075,1087_MTI_SAD_XX,46,S,,,,,,,,,
3091,1038_TSI_DIS_XX,95,D,,,,,,,,,
2344,1029_ITS_SAD_XX,62,S,,,,,,,,,
1348,1017_IWL_SAD_XX,99,S,,,,,,,,,
5332,1066_TIE_FEA_XX,97,F,,,,,,,,,
5083,1063_TIE_HAP_XX,66,H,,,,,,,,,
4087,1051_IEO_SAD_MD,66,S,,,,,,,,,
3340,1041_WSI_SAD_XX,78,S,,,,,,,,,
6577,1081_TAI_SAD_XX,83,S,,,,,,,,,
6079,1075_IWW_HAP_XX,57,H,,,,,,,,,
1846,1023_DFA_SAD_XX,29,S,,,,,,,,,
2095,1026_DFA_DIS_XX,86,D,,,,,,,,,
1597,1020_ITH_DIS_XX,37,D,,,,,,,,,
3589,1044_WSI_DIS_XX,88,D,,,,,,,,,
380,1005_ITH_NEU_XX,77,N,,,,,,,,,
6826,1084_TAI_DIS_XX,59,D,,,,,,,,,
4834,1060_IEO_DIS_MD,40,D,,,,,,,,,
3838,1048_IEO_HAP_MD,67,H,,,,,,,,,
2842,1035_TSI_SAD_XX,86,S,,,,,,,,,
4336,1054_IEO_ANG_MD,81,A,,,,,,,,,
629,1008_ITH_ANG_XX,61,A,,,,,,,,,
1099,1014_MTI_DIS_XX,39,D,,,,,,,,,
131,1002_IWL_ANG_XX,84,A,,,,,,,,,
1625,1021_IEO_HAP_HI,64,H,,,,,,,,,
878,1011_TSI_NEU_XX,76,N,,,,,,,,,
4862,1060_MTI_SAD_XX,89,S,,,,,,,,,
